transaction_date,product_id,product_category,product_type,product_detail,store_id,store_location,total_qty_sold,avg_unit_price,total_sales_value,cost_of_sales,gross_profit,gross_profit_pct
2023-01-22,40,Coffee,Barista Espresso,Cappuccino,5,Lower Manhattan,6,3.75,22.5,13.5,9,40
2023-01-22,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,Astoria,9,3,27,16.2,10.8,40
2023-01-22,83,Branded,Housewares,I Need My Bean! Latte cup,5,Lower Manhattan,1,14,14,8.4,5.6,40
2023-01-22,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Hell's Kitchen,4,4.75,19,11.4,7.6,40
2023-01-22,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,5,Lower Manhattan,1,3,3,1.8,1.2,40
2023-01-22,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,5,Lower Manhattan,4,2,8,4.8,3.2,40
2023-01-22,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,3,Astoria,7,4.75,33.25,19.95,13.3,40
2023-01-22,79,Bakery,Scone,Jumbo Savory Scone,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-01-22,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,11,2,22,13.2,8.8,40
2023-01-22,73,Bakery,Pastry,Almond Croissant,3,Astoria,5,3.75,18.75,11.25,7.5,40
2023-01-22,51,Tea,Brewed Black tea,Earl Grey Lg,3,Astoria,10,3,30,18,12,40
2023-01-22,48,Tea,Brewed Black tea,English Breakfast Rg,8,Hell's Kitchen,6,2.5,15,9,6,40
2023-01-22,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,Astoria,3,3,9,5.4,3.6,40
2023-01-22,43,Tea,Brewed herbal tea,Lemon Grass Lg,5,Lower Manhattan,8,3,24,14.4,9.6,40
2023-01-22,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-01-22,74,Bakery,Biscotti,Ginger Biscotti,5,Lower Manhattan,1,3.5,3.5,2.1,1.4,40
2023-01-22,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,3,2.5,7.5,4.5,3,40
2023-01-22,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Hell's Kitchen,1,3,3,1.8,1.2,40
2023-01-23,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,3,3.5,10.5,6.3,4.2,40
2023-01-23,37,Coffee,Barista Espresso,Espresso shot,5,Lower Manhattan,7,3,21,12.6,8.4,40
2023-01-23,77,Bakery,Scone,Oatmeal Scone,8,Hell's Kitchen,4,3,12,7.2,4.8,40
2023-01-23,79,Bakery,Scone,Jumbo Savory Scone,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-01-23,70,Bakery,Scone,Cranberry Scone,5,Lower Manhattan,2,3.25,6.5,3.9,2.6,40
2023-01-23,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,5,4.25,21.25,12.75,8.5,40
2023-01-23,63,Flavours,Regular syrup,Carmel syrup,8,Hell's Kitchen,4,0.8,3.2,1.92,1.28,40
2023-01-23,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-01-23,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3,Astoria,8,3.5,28,16.8,11.2,40
2023-01-23,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,2,2.5,5,3,2,40
2023-01-23,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,Hell's Kitchen,1,4,4,2.4,1.6,40
2023-01-24,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,10,2.5,25,15,10,40
2023-01-24,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,5,Lower Manhattan,3,2,6,3.6,2.4,40
2023-01-24,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,3,3.25,9.75,5.85,3.9,40
2023-01-24,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-01-24,72,Bakery,Scone,Ginger Scone,3,Astoria,3,3.25,9.75,5.85,3.9,40
2023-01-24,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,10,2.55,25.5,15.3,10.2,40
2023-01-24,41,Coffee,Barista Espresso,Cappuccino Lg,3,Astoria,7,4.25,29.75,17.85,11.9,40
2023-01-24,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,Astoria,8,3,24,14.4,9.6,40
2023-01-24,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,3,2.45,7.35,4.41,2.94,40
2023-01-24,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,8,Hell's Kitchen,3,3.75,11.25,6.75,4.5,40
2023-01-24,27,Coffee,Organic brewed coffee,Brazilian Lg,8,Hell's Kitchen,5,3.5,17.5,10.5,7,40
2023-01-24,50,Tea,Brewed Black tea,Earl Grey Rg,3,Astoria,6,2.5,15,9,6,40
2023-01-24,74,Bakery,Biscotti,Ginger Biscotti,5,Lower Manhattan,1,3.5,3.5,2.1,1.4,40
2023-01-24,44,Tea,Brewed herbal tea,Peppermint Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-01-25,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,9,3,27,16.2,10.8,40
2023-01-25,63,Flavours,Regular syrup,Carmel syrup,5,Lower Manhattan,4,0.8,3.2,1.92,1.28,40
2023-01-25,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Hell's Kitchen,11,2.2,24.2,14.52,9.68,40
2023-01-25,40,Coffee,Barista Espresso,Cappuccino,3,Astoria,5,3.75,18.75,11.25,7.5,40
2023-01-25,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-01-25,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,Lower Manhattan,11,2.5,27.5,16.5,11,40
2023-01-25,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,8,2.5,20,12,8,40
2023-01-25,2,Coffee beans,House blend Beans,Our Old Time Diner Blend,5,Lower Manhattan,2,18,36,21.6,14.4,40
2023-01-25,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,8,Hell's Kitchen,3,2,6,3.6,2.4,40
2023-01-25,77,Bakery,Scone,Oatmeal Scone,3,Astoria,3,3,9,5.4,3.6,40
2023-01-25,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,3,Astoria,4,2.5,10,6,4,40
2023-01-25,46,Tea,Brewed Green tea,Serenity Green Tea Rg,3,Astoria,6,2.5,15,9,6,40
2023-01-25,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,1,3,3,1.8,1.2,40
2023-01-26,44,Tea,Brewed herbal tea,Peppermint Rg,5,Lower Manhattan,11,2.5,27.5,16.5,11,40
2023-01-26,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,5,4.25,21.25,12.75,8.5,40
2023-01-26,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,3,Astoria,10,2.5,25,15,10,40
2023-01-26,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,8,2.5,20,12,8,40
2023-01-26,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,5,Lower Manhattan,5,3.5,17.5,10.5,7,40
2023-01-26,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,5,Lower Manhattan,5,3,15,9,6,40
2023-01-26,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,10,3,30,18,12,40
2023-01-26,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-01-26,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,3,Astoria,2,2.5,5,3,2,40
2023-01-26,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,6,3,18,10.8,7.2,40
2023-01-26,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,2,2.45,4.9,2.94,1.96,40
2023-01-26,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,1,2.5,2.5,1.5,1,40
2023-01-26,71,Bakery,Pastry,Chocolate Croissant,3,Astoria,1,3.75,3.75,2.25,1.5,40
2023-01-27,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,5,Lower Manhattan,7,3.1,21.7,13.02,8.68,40
2023-01-27,75,Bakery,Pastry,Croissant,5,Lower Manhattan,5,3.5,17.5,10.5,7,40
2023-01-27,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3,Astoria,7,3.5,24.5,14.7,9.8,40
2023-01-27,50,Tea,Brewed Black tea,Earl Grey Rg,8,Hell's Kitchen,6,2.5,15,9,6,40
2023-01-27,26,Coffee,Organic brewed coffee,Brazilian Rg,3,Astoria,3,3,9,5.4,3.6,40
2023-01-27,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,Lower Manhattan,7,2.5,17.5,10.5,7,40
2023-01-27,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-01-27,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,2,2.55,5.1,3.06,2.04,40
2023-01-27,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,2,3.1,6.2,3.72,2.48,40
2023-01-27,43,Tea,Brewed herbal tea,Lemon Grass Lg,5,Lower Manhattan,10,3,30,18,12,40
2023-01-27,48,Tea,Brewed Black tea,English Breakfast Rg,8,Hell's Kitchen,2,2.5,5,3,2,40
2023-01-27,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3,Astoria,1,3.75,3.75,2.25,1.5,40
2023-01-28,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,3,Astoria,10,2.2,22,13.2,8.8,40
2023-01-28,77,Bakery,Scone,Oatmeal Scone,5,Lower Manhattan,2,3,6,3.6,2.4,40
2023-01-28,72,Bakery,Scone,Ginger Scone,5,Lower Manhattan,6,2.65,15.9,9.54,6.36,40
2023-01-28,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,6,3.1,18.6,11.16,7.44,40
2023-01-28,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-01-28,41,Coffee,Barista Espresso,Cappuccino Lg,3,Astoria,3,4.25,12.75,7.65,5.1,40
2023-01-28,70,Bakery,Scone,Cranberry Scone,3,Astoria,2,3.25,6.5,3.9,2.6,40
2023-01-29,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,6,2.45,14.7,8.82,5.88,40
2023-01-29,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-01-29,47,Tea,Brewed Green tea,Serenity Green Tea Lg,8,Hell's Kitchen,11,3,33,19.8,13.2,40
2023-01-29,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,15,3,45,27,18,40
2023-01-29,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3,Astoria,6,3.5,21,12.6,8.4,40
2023-01-29,50,Tea,Brewed Black tea,Earl Grey Rg,8,Hell's Kitchen,2,2.5,5,3,2,40
2023-01-29,25,Coffee,Organic brewed coffee,Brazilian Sm,8,Hell's Kitchen,4,2.2,8.8,5.28,3.52,40
2023-01-29,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,3,2.5,7.5,4.5,3,40
2023-01-29,50,Tea,Brewed Black tea,Earl Grey Rg,5,Lower Manhattan,4,2.5,10,6,4,40
2023-01-29,44,Tea,Brewed herbal tea,Peppermint Rg,8,Hell's Kitchen,1,2.5,2.5,1.5,1,40
2023-01-29,43,Tea,Brewed herbal tea,Lemon Grass Lg,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-01-29,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,2,3.1,6.2,3.72,2.48,40
2023-01-30,26,Coffee,Organic brewed coffee,Brazilian Rg,5,Lower Manhattan,3,3,9,5.4,3.6,40
2023-01-30,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-01-30,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-01-30,69,Bakery,Biscotti,Hazelnut Biscotti,3,Astoria,4,3.25,13,7.8,5.2,40
2023-01-30,45,Tea,Brewed herbal tea,Peppermint Lg,5,Lower Manhattan,5,3,15,9,6,40
2023-01-30,70,Bakery,Scone,Cranberry Scone,3,Astoria,2,3.25,6.5,3.9,2.6,40
2023-01-30,64,Flavours,Regular syrup,Hazelnut syrup,3,Astoria,2,0.8,1.6,0.96,0.64,40
2023-01-30,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,2,2.55,5.1,3.06,2.04,40
2023-01-30,11,Loose Tea,Herbal tea,Lemon Grass,8,Hell's Kitchen,1,8.95,8.95,5.37,3.58,40
2023-01-31,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,7,3.5,24.5,14.7,9.8,40
2023-01-31,71,Bakery,Pastry,Chocolate Croissant,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-01-31,71,Bakery,Pastry,Chocolate Croissant,8,Hell's Kitchen,5,3.75,18.75,11.25,7.5,40
2023-01-31,72,Bakery,Scone,Ginger Scone,8,Hell's Kitchen,3,3.05,9.15,5.49,3.66,40
2023-01-31,40,Coffee,Barista Espresso,Cappuccino,8,Hell's Kitchen,4,3.75,15,9,6,40
2023-01-31,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,5,Lower Manhattan,6,3.75,22.5,13.5,9,40
2023-01-31,79,Bakery,Scone,Jumbo Savory Scone,5,Lower Manhattan,3,3.75,11.25,6.75,4.5,40
2023-01-31,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,5,Lower Manhattan,4,3.5,14,8.4,5.6,40
2023-01-31,77,Bakery,Scone,Oatmeal Scone,3,Astoria,1,3,3,1.8,1.2,40
2023-01-31,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,3,Astoria,1,10,10,6,4,40
2023-02-01,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5,Lower Manhattan,4,4.5,18,10.8,7.2,40
2023-02-01,74,Bakery,Biscotti,Ginger Biscotti,8,Hell's Kitchen,4,3.5,14,8.4,5.6,40
2023-02-01,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,8,Hell's Kitchen,9,3,27,16.2,10.8,40
2023-02-01,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,Lower Manhattan,7,2.5,17.5,10.5,7,40
2023-02-01,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,3,Astoria,8,2.45,19.6,11.76,7.84,40
2023-02-01,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,6,2,12,7.2,4.8,40
2023-02-01,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,8,Hell's Kitchen,8,3.5,28,16.8,11.2,40
2023-02-01,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,7,2.5,17.5,10.5,7,40
2023-02-01,72,Bakery,Scone,Ginger Scone,3,Astoria,2,3.25,6.5,3.9,2.6,40
2023-02-01,87,Coffee,Barista Espresso,Ouro Brasileiro shot,8,Hell's Kitchen,7,3,21,12.6,8.4,40
2023-02-01,42,Tea,Brewed herbal tea,Lemon Grass Rg,5,Lower Manhattan,2,2.5,5,3,2,40
2023-02-02,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-02-02,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,5,Lower Manhattan,5,3,15,9,6,40
2023-02-02,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,5,Lower Manhattan,6,4.75,28.5,17.1,11.4,40
2023-02-02,69,Bakery,Biscotti,Hazelnut Biscotti,5,Lower Manhattan,4,3.25,13,7.8,5.2,40
2023-02-02,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,5,Lower Manhattan,12,3,36,21.6,14.4,40
2023-02-02,38,Coffee,Barista Espresso,Latte,5,Lower Manhattan,5,3.75,18.75,11.25,7.5,40
2023-02-02,71,Bakery,Pastry,Chocolate Croissant,8,Hell's Kitchen,2,3.75,7.5,4.5,3,40
2023-02-02,40,Coffee,Barista Espresso,Cappuccino,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-02-02,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,3,Astoria,3,2.55,7.65,4.59,3.06,40
2023-02-02,75,Bakery,Pastry,Croissant,3,Astoria,4,3.5,14,8.4,5.6,40
2023-02-02,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,2,3.25,6.5,3.9,2.6,40
2023-02-02,74,Bakery,Biscotti,Ginger Biscotti,3,Astoria,3,3.5,10.5,6.3,4.2,40
2023-02-03,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,8,Hell's Kitchen,6,4.75,28.5,17.1,11.4,40
2023-02-03,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,6,2.55,15.3,9.18,6.12,40
2023-02-03,87,Coffee,Barista Espresso,Ouro Brasileiro shot,5,Lower Manhattan,7,3,21,12.6,8.4,40
2023-02-03,37,Coffee,Barista Espresso,Espresso shot,3,Astoria,9,3,27,16.2,10.8,40
2023-02-03,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,3,Astoria,5,4.75,23.75,14.25,9.5,40
2023-02-03,39,Coffee,Barista Espresso,Latte Rg,5,Lower Manhattan,9,4.25,38.25,22.95,15.3,40
2023-02-03,39,Coffee,Barista Espresso,Latte Rg,8,Hell's Kitchen,2,4.25,8.5,5.1,3.4,40
2023-02-03,25,Coffee,Organic brewed coffee,Brazilian Sm,3,Astoria,9,2.2,19.8,11.88,7.92,40
2023-02-03,76,Bakery,Biscotti,Chocolate Chip Biscotti,5,Lower Manhattan,2,3.5,7,4.2,2.8,40
2023-02-03,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,8,Hell's Kitchen,2,2.5,5,3,2,40
2023-02-03,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,1,4.5,4.5,2.7,1.8,40
2023-02-04,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-02-04,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Hell's Kitchen,12,2.2,26.4,15.84,10.56,40
2023-02-04,44,Tea,Brewed herbal tea,Peppermint Rg,3,Astoria,1,2.5,2.5,1.5,1,40
2023-02-04,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,8,Hell's Kitchen,5,2.55,12.75,7.65,5.1,40
2023-02-04,27,Coffee,Organic brewed coffee,Brazilian Lg,3,Astoria,2,3.5,7,4.2,2.8,40
2023-02-04,45,Tea,Brewed herbal tea,Peppermint Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-04,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,2,3.75,7.5,4.5,3,40
2023-02-05,74,Bakery,Biscotti,Ginger Biscotti,5,Lower Manhattan,3,3.5,10.5,6.3,4.2,40
2023-02-05,77,Bakery,Scone,Oatmeal Scone,5,Lower Manhattan,1,3,3,1.8,1.2,40
2023-02-05,41,Coffee,Barista Espresso,Cappuccino Lg,5,Lower Manhattan,6,4.25,25.5,15.3,10.2,40
2023-02-05,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,8,Hell's Kitchen,6,3.1,18.6,11.16,7.44,40
2023-02-05,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,2,2,4,2.4,1.6,40
2023-02-05,78,Bakery,Scone,Scottish Cream Scone ,3,Astoria,1,4.5,4.5,2.7,1.8,40
2023-02-06,46,Tea,Brewed Green tea,Serenity Green Tea Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-02-06,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,Lower Manhattan,5,2.5,12.5,7.5,5,40
2023-02-06,42,Tea,Brewed herbal tea,Lemon Grass Rg,8,Hell's Kitchen,14,2.5,35,21,14,40
2023-02-06,48,Tea,Brewed Black tea,English Breakfast Rg,5,Lower Manhattan,10,2.5,25,15,10,40
2023-02-06,50,Tea,Brewed Black tea,Earl Grey Rg,3,Astoria,5,2.5,12.5,7.5,5,40
2023-02-06,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,8,Hell's Kitchen,4,2.5,10,6,4,40
2023-02-06,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5,Lower Manhattan,1,2.55,2.55,1.53,1.02,40
2023-02-07,50,Tea,Brewed Black tea,Earl Grey Rg,3,Astoria,9,2.5,22.5,13.5,9,40
2023-02-07,46,Tea,Brewed Green tea,Serenity Green Tea Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-02-07,12,Loose Tea,Herbal tea,Peppermint,5,Lower Manhattan,2,8.95,17.9,10.74,7.16,40
2023-02-07,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,5,Lower Manhattan,4,3.5,14,8.4,5.6,40
2023-02-07,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,5,Lower Manhattan,1,3.1,3.1,1.86,1.24,40
2023-02-07,71,Bakery,Pastry,Chocolate Croissant,8,Hell's Kitchen,4,3.75,15,9,6,40
2023-02-07,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,Astoria,6,3,18,10.8,7.2,40
2023-02-07,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,3,Astoria,7,4.75,33.25,19.95,13.3,40
2023-02-07,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,8,Hell's Kitchen,7,2,14,8.4,5.6,40
2023-02-07,69,Bakery,Biscotti,Hazelnut Biscotti,5,Lower Manhattan,1,3.25,3.25,1.95,1.3,40
2023-02-07,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,4,2,8,4.8,3.2,40
2023-02-07,27,Coffee,Organic brewed coffee,Brazilian Lg,5,Lower Manhattan,4,3.5,14,8.4,5.6,40
2023-02-07,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,5,Lower Manhattan,2,2,4,2.4,1.6,40
2023-02-07,27,Coffee,Organic brewed coffee,Brazilian Lg,8,Hell's Kitchen,4,3.5,14,8.4,5.6,40
2023-02-07,51,Tea,Brewed Black tea,Earl Grey Lg,8,Hell's Kitchen,1,3,3,1.8,1.2,40
2023-02-08,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,8,Hell's Kitchen,10,3.1,31,18.6,12.4,40
2023-02-08,38,Coffee,Barista Espresso,Latte,5,Lower Manhattan,9,3.75,33.75,20.25,13.5,40
2023-02-08,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,5,Lower Manhattan,5,4,20,12,8,40
2023-02-08,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,2,3.25,6.5,3.9,2.6,40
2023-02-08,44,Tea,Brewed herbal tea,Peppermint Rg,8,Hell's Kitchen,1,2.5,2.5,1.5,1,40
2023-02-08,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,5,Lower Manhattan,4,2.2,8.8,5.28,3.52,40
2023-02-08,84,Flavours,Regular syrup,Chocolate syrup,8,Hell's Kitchen,5,0.8,4,2.4,1.6,40
2023-02-08,47,Tea,Brewed Green tea,Serenity Green Tea Lg,5,Lower Manhattan,4,3,12,7.2,4.8,40
2023-02-08,39,Coffee,Barista Espresso,Latte Rg,8,Hell's Kitchen,5,4.25,21.25,12.75,8.5,40
2023-02-08,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,3,Astoria,2,2.2,4.4,2.64,1.76,40
2023-02-08,73,Bakery,Pastry,Almond Croissant,3,Astoria,2,3.75,7.5,4.5,3,40
2023-02-09,76,Bakery,Biscotti,Chocolate Chip Biscotti,8,Hell's Kitchen,4,3.5,14,8.4,5.6,40
2023-02-09,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3,Astoria,4,3.1,12.4,7.44,4.96,40
2023-02-09,27,Coffee,Organic brewed coffee,Brazilian Lg,8,Hell's Kitchen,4,3.5,14,8.4,5.6,40
2023-02-09,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3,Astoria,8,3.75,30,18,12,40
2023-02-09,72,Bakery,Scone,Ginger Scone,8,Hell's Kitchen,3,3.25,9.75,5.85,3.9,40
2023-02-09,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,5,Lower Manhattan,3,3.1,9.3,5.58,3.72,40
2023-02-09,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,3,Astoria,4,2.5,10,6,4,40
2023-02-09,20,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,8,Hell's Kitchen,1,7.6,7.6,4.56,3.04,40
2023-02-10,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,Hell's Kitchen,6,4,24,14.4,9.6,40
2023-02-10,79,Bakery,Scone,Jumbo Savory Scone,5,Lower Manhattan,4,3.75,15,9,6,40
2023-02-10,37,Coffee,Barista Espresso,Espresso shot,3,Astoria,6,3,18,10.8,7.2,40
2023-02-10,48,Tea,Brewed Black tea,English Breakfast Rg,3,Astoria,9,2.5,22.5,13.5,9,40
2023-02-10,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,5,Lower Manhattan,1,3.75,3.75,2.25,1.5,40
2023-02-10,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,3,Astoria,4,2,8,4.8,3.2,40
2023-02-10,9,Coffee beans,Organic Beans,Organic Decaf Blend,8,Hell's Kitchen,1,22.5,22.5,13.5,9,40
2023-02-10,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,Astoria,2,3,6,3.6,2.4,40
2023-02-10,37,Coffee,Barista Espresso,Espresso shot,8,Hell's Kitchen,2,3,6,3.6,2.4,40
2023-02-10,72,Bakery,Scone,Ginger Scone,5,Lower Manhattan,1,3.25,3.25,1.95,1.3,40
2023-02-11,45,Tea,Brewed herbal tea,Peppermint Lg,5,Lower Manhattan,5,3,15,9,6,40
2023-02-11,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,Lower Manhattan,6,2.5,15,9,6,40
2023-02-11,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,8,Hell's Kitchen,8,2.2,17.6,10.56,7.04,40
2023-02-11,46,Tea,Brewed Green tea,Serenity Green Tea Rg,8,Hell's Kitchen,3,2.5,7.5,4.5,3,40
2023-02-11,41,Coffee,Barista Espresso,Cappuccino Lg,8,Hell's Kitchen,9,4.25,38.25,22.95,15.3,40
2023-02-11,70,Bakery,Scone,Cranberry Scone,8,Hell's Kitchen,4,3.25,13,7.8,5.2,40
2023-02-11,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,Astoria,7,3,21,12.6,8.4,40
2023-02-11,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,5,Lower Manhattan,5,4,20,12,8,40
